article,qty,price,brand,cat2,cat3,name,cat4,Function,title2,value2,title3,value3,title4,value4,title5,value5,dimensions,descrizione_materiale,cd_stato_materiale,article_code
T845002XNA,1,6360,NATUZZI,DINING TABLES,,VOYAGE,ELLIPTIC,FIXED,Structure,METAL,Frame finishing,GOLD,Top,GLASS,Top finishing,Gold & Glass,110X220 H75,VOYAGE Dining 220x110H75 Gold&Glass,Y2,T845002XNA
T845003XNA,1,4040,NATUZZI,DINING TABLES,,VOYAGE,ROUND,FIXED,Structure,METAL,Frame finishing,GOLD,Top,GLASS,Top finishing,Gold & Glass,138X138 H75,VOYAGE Dining RoundÃ¸138H75 Gold&Glass,Y2,T845003XNA
Y007V00,1,350,NATUZZI,MIRRORS,,CHOCOLAT,,Mirror,Frame,GLASS,Frame finishing,,Mirror,,Mirror finishing,,81X2 H75,CHOCOLAT MIRROR 81X75X6,Y2,DDM007MVT000000
Y007V0V,1,440,NATUZZI,MIRRORS,,CHOCOLAT,,Mirror,Frame,GLASS,Frame finishing,,Mirror,,Mirror finishing,,100X2 H97,CHOCOLAT MIRROR 100X97X6,Y2,DDM007MVTV00000
Y002V00,1,350,NATUZZI,MIRRORS,,CLOUDS,,Mirror,Frame,GLASS,Frame finishing,FUME' MIRROR,Mirror,GLASS,Mirror finishing,MIRROR,130X53,CLOUD MIRROR 130X53 SMOKED LARGE,Y2,DDM002MVT000630
Y01101X,1,2740,NATUZZI,MIRRORS,,KENDO,,Mirror,Frame,WOOD,Frame finishing,WALNUT-PEWTER,Mirror,GLASS,Mirror finishing,BRONZE,120X120,KENDO SPECCHIO D120 NOCE2017/PELTRO,Y2,DDM01100000001X
Y01102X,1,2520,NATUZZI,MIRRORS,,KENDO,,Mirror,Frame,WOOD,Frame finishing,Smoked Oak/Brass,Mirror,GLASS,Mirror finishing,BRONZE,120X120,KENDO SPECCHIO D120 ROVERE2017/OTTONE,Y2,DDM01100000002X
Y71101X,1,1260,NATUZZI,MIRRORS,,LUMINARIE,,Mirror,Frame,GLASS,Frame finishing,FUME' MIRROR,Mirror,,Mirror finishing,,88X1 H88,LUMINARIE Specchio FumÃ¨ 88x88,Y2,DDM71100000001X
Y71102X,1,2780,NATUZZI,MIRRORS,,LUMINARIE,,Mirror,Frame,GLASS,Frame finishing,FUME' MIRROR,Mirror,,Mirror finishing,,88X3 H208,LUMINARIE Specchio FumÃ¨ 88x208,Y2,DDM71100000002X
Y852001XNA,1,690,NATUZZI,MIRRORS,,MERMAID,,Mirror,Frame,GLASS,Frame finishing,BRONZE MIRROR,Mirror,,Mirror finishing,,3X52.5 H100,"MERMAID Mirror 52,5x H100 Bronze",Y2,Y852001XNA
Y853001XNA,1,690,NATUZZI,MIRRORS,,SAILORS,,Mirror,Frame,GLASS,Frame finishing,BRONZE MIRROR,Mirror,,Mirror finishing,,3X52.5 H100,"SAILORS Mirror 52,5x H100 Bronze",Y2,Y853001XNA
Y009VVA,1,1890,NATUZZI,MIRRORS,,TAILOR,,Mirror,Frame,METAL,Frame finishing,Pewter,Mirror,GLASS,Mirror finishing,MIRROR,76X31 H180,TAILOR MIRROR 76X31 H180 PEWTER,Y2,DDM009AMT000000
O888001XNA,1,260,NATUZZI,HOME TEXTILES,,DYSIDEA,SQUARE,PILLOW,Material,FABRIC,Color,GREY,Material 2,FABRIC,Color 2,lavander,52X52,DYSIDEA Decor.Cush 52x52  Gray/Lavander,Y2,O888001XNA
O888004XNA,1,260,NATUZZI,HOME TEXTILES,,DYSIDEA,SQUARE,PILLOW,Material,FABRIC,Color,BEIGE,Material 2,FABRIC,Color 2,CAMEL,52X52,DYSIDEA Decor.Cush 52x52 Beige/Camel,Y2,O888004XNA
O888007XNA,1,260,NATUZZI,HOME TEXTILES,,DYSIDEA,SQUARE,PILLOW,Material,FABRIC,Color,Greige,Material 2,FABRIC,Color 2,SAGE,52X52,DYSIDEA Decor.Cush 52x52 Greige/Mastic,Y2,O888007XNA
O888002XNA,1,250,NATUZZI,HOME TEXTILES,,DYSIDEA,RECTANGULAR,PILLOW,Material,FABRIC,Color,GREY,Material 2,FABRIC,Color 2,GOLD,34X52,DYSIDEA Decor.Cush. 34x52  Gray/Gold,Y2,O888002XNA
O888003XNA,1,250,NATUZZI,HOME TEXTILES,,DYSIDEA,RECTANGULAR,PILLOW,Material,FABRIC,Color,GREY,Material 2,FABRIC,Color 2,Mint,34X52,DYSIDEA Decor.Cush. 34x52  Gray//Mint,Y2,O888003XNA
O888005XNA,1,250,NATUZZI,HOME TEXTILES,,DYSIDEA,RECTANGULAR,PILLOW,Material,FABRIC,Color,BEIGE,Material 2,FABRIC,Color 2,BORDEAUX,34X52,DYSIDEA Decor.Cush. 34x52 Beige/Bordeaux,Y2,O888005XNA
O888006XNA,1,250,NATUZZI,HOME TEXTILES,,DYSIDEA,RECTANGULAR,PILLOW,Material,FABRIC,Color,BEIGE,Material 2,FABRIC,Color 2,CAMEL,34X52,DYSIDEA Decor.Cush. 34x52 Beige/Camel,Y2,O888006XNA
O888008XNA,1,250,NATUZZI,HOME TEXTILES,,DYSIDEA,RECTANGULAR,PILLOW,Material,FABRIC,Color,Greige,Material 2,FABRIC,Color 2,Resin,34X52,DYSIDEA Decor.Cush. 34x52 Greige/Resin,Y2,O888008XNA
O888009XNA,1,250,NATUZZI,HOME TEXTILES,,DYSIDEA,RECTANGULAR,PILLOW,Material,FABRIC,Color,Greige,Material 2,FABRIC,Color 2,SAGE,34X52,DYSIDEA Decor.Cush. 34x52 Greige/Mastic,Y2,O888009XNA
A12301X,1,610,NATUZZI,HOME TEXTILES,,KASHMIR PLAID,,Plaid,Material,CASHMERE,Color,BROWN,Material 2,,Color 2,,130X180,KASHMIR PLAID 180X130 MARRONE,Y2,DDO12300000001X
A12302X,1,610,NATUZZI,HOME TEXTILES,,KASHMIR PLAID,,Plaid,Material,CASHMERE,Color,GREY,Material 2,,Color 2,,130X180,KASHMIR PLAID 180X130 GRIGIO,Y2,DDO12300000002X
A12303X,1,610,NATUZZI,HOME TEXTILES,,KASHMIR PLAID,,Plaid,Material,CASHMERE,Color,BEIGE,Material 2,,Color 2,,130X180,KASHMIR PLAID 180X130 BEIGE,Y2,DDO12300000003X
A12304X,1,610,NATUZZI,HOME TEXTILES,,KASHMIR PLAID,,Plaid,Material,CASHMERE,Color,,Material 2,,Color 2,,130X180,KASHMIR PLAID 180X130 BEIGE SCURO,Y2,DDO12300000004X
T032P08,1,216,NATUZZI,OTHER FURNISHINGS,,SWING,,,Material,METAL,Finishing,CHROME GLOSSY,Material 2,LEATHER,Finishing 2,GREY,26X60 H47,SWING portarivist 60X26 H47 cromo-grigio,Y2,DDT032MPLM6300P
T032PF0,1,150,NATUZZI,OTHER FURNISHINGS,,SWING,,,Material,METAL,Finishing,NICKEL,Material 2,LEATHER,Finishing 2,COFFEE,26X60 H47,SWING portariviste 60x26 H47 marrone,Y2,DDT032MPL02100P
F00502X,1,830,NATUZZI,MATTRESSES & SLEEPING PILLOWS,,MATERASSO NATUZZI,,Materasso a molle,,POLYESTER,,WHITE,,,,,120X200 H23,MATERASSO NATUZZI MO.IN.UK120X200H23 BI,Y2,DDB00500000002X
H00801X,1,5210,NATUZZI,BOOKCASES,,Arch,,BOOKCASE,Structure,METAL,Frame finishing,Black gloss crome,Top,WOOD-GLASS,Top finishing,Specchiato FumÃ¨,83X40 H210,ARCH LibreriaDx L83 CromNe/VetrFum,Y2,DDH00800000001X
H00802X,1,5210,NATUZZI,BOOKCASES,,Arch,,BOOKCASE,Structure,METAL,Frame finishing,Black gloss crome,Top,WOOD-GLASS,Top finishing,Specchiato FumÃ¨,83X40 H210,ARCH LibreriaSx L83 CromNe/VetrFum,Y2,DDH00800000002X
E02701X,1,3970,NATUZZI,BOOKCASES,,Filrouge,,BOOKCASE,Structure,WOOD AND METAL,Frame finishing,SMOKED OAK/BLACK BRUNITO,Top,MARBLE,Top finishing,Volakas,40X90 H142,FILROUGE LIBRERIA  ROV2017/VOLAKAS,Y2,DDE02700000001X
H189001XNA,1,410,NATUZZI,BOOKCASES,,RADICE,SINGLE ELEMENTS,VERTICAL POST,Structure,METAL-LACQUER,Frame finishing,CHOCOLATE,Top,,Top finishing,,6X5 H263,RADICE Vertical Post Chocolat.H263 cm,Y2,H189001XNA
H189002XNA,1,390,NATUZZI,BOOKCASES,,RADICE,SINGLE ELEMENTS,VERTICAL POST,Structure,METAL-LACQUER,Frame finishing,CHOCOLATE,Top,,Top finishing,,6X5 H223,RADICE Vertical Post Chocolat. H223 cm,Y2,H189002XNA
H189003XNA,1,290,NATUZZI,BOOKCASES,,RADICE,SINGLE ELEMENTS,WALL CONNECTORS (2PCS),Structure,METAL-LACQUER,Frame finishing,MATT BLACK,Top,,Top finishing,,19X5 H5,RADICE Wall Connectors Kit L19 cm,Y2,H189003XNA
H189004XNA,1,330,NATUZZI,BOOKCASES,,RADICE,SINGLE ELEMENTS,WALL CONNECTORS (2PCS),Structure,METAL-LACQUER,Frame finishing,MATT BLACK,Top,,Top finishing,,29X5 H5,RADICE Wall Connectors Kit L29 cm,Y2,H189004XNA
H189005XNA,1,340,NATUZZI,BOOKCASES,,RADICE,SINGLE ELEMENTS,CLOTHES HANGER,Structure,METAL-LACQUER,Frame finishing,CHOCOLATE,Top,,Top finishing,,3X63 H6,RADICE Horizontal Clothes Hanger Post L6,Y2,H189005XNA
H189006XNA,1,360,NATUZZI,BOOKCASES,,RADICE,SINGLE ELEMENTS,CLOTHES HANGER,Structure,METAL-LACQUER,Frame finishing,CHOCOLATE,Top,,Top finishing,,3X93 H6,RADICE Horizontal Clothes Hanger Post L9,Y2,H189006XNA
H189007XNA,1,250,NATUZZI,BOOKCASES,,RADICE,SINGLE ELEMENTS,TV BRACKETS,Structure,METAL-LACQUER,Frame finishing,MATT BLACK,Top,,Top finishing,,3X70 H10,RADICE TV Brackets.  L70 cm H10 cm,Y2,H189007XNA
H189008XNA,1,440,NATUZZI,BOOKCASES,,RADICE,SINGLE ELEMENTS,SHELF,Structure,METAL-LACQUER,Frame finishing,CHOCOLATE,Top,GLASS,Top finishing,Extra Clear Glass,33X60 H4,"RADICE Shelf Chocolat.  L 60 cm P33H3,5c",Y2,H189008XNA
H189009XNA,1,480,NATUZZI,BOOKCASES,,RADICE,SINGLE ELEMENTS,SHELF,Structure,METAL-LACQUER,Frame finishing,CHOCOLATE,Top,GLASS,Top finishing,Extra Clear Glass,33X90 H4,"RADICE Shelf Chocolat.  L 90cm P33H 3,5c",Y2,H189009XNA
H189010XNA,1,1700,NATUZZI,BOOKCASES,,RADICE,SINGLE ELEMENTS,STORAGE BOX WITH TILT DOWN DOORS,Structure,WOOD-LAQUER,Frame finishing,CHOCOLATE,Top,GLASS,Top finishing,CHOCOLATE,33X60 H30,RADICE Storage Box Chocolat. L60 P33 H30,Y2,H189010XNA
H189011XNA,1,1950,NATUZZI,BOOKCASES,,RADICE,SINGLE ELEMENTS,STORAGE BOX WITH TILT DOWN DOORS,Structure,WOOD-LAQUER,Frame finishing,CHOCOLATE,Top,GLASS,Top finishing,CHOCOLATE,33X90 H30,RADICE Storage Box Chocolat . L90 P33 H3,Y2,H189011XNA
H189012XNA,1,1620,NATUZZI,BOOKCASES,,RADICE,SINGLE ELEMENTS,DRAWER,Structure,WOOD-LAQUER,Frame finishing,CHOCOLATE,Top,GLASS,Top finishing,CHOCOLATE,33X60 H30,RADICE Drawer Chocolat.L60P33H30 cm,Y2,H189012XNA
H189013XNA,1,1890,NATUZZI,BOOKCASES,,RADICE,SINGLE ELEMENTS,DRAWER,Structure,WOOD-LAQUER,Frame finishing,CHOCOLATE,Top,GLASS,Top finishing,CHOCOLATE,33X90 H30,RADICE Drawer Chocolat.L90P33H30 cm,Y2,H189013XNA
H189014XNA,1,1230,NATUZZI,BOOKCASES,,RADICE,SINGLE ELEMENTS,OPTIONAL MIRROW,Structure,METAL-LACQUER,Frame finishing,CHOCOLATE,Top,,Top finishing,CHOCOLATE,6X50 H120,RADICE Mirror Optional. L50 H120 cm,Y2,H189014XNA
H189C15XNA,1,7440,NATUZZI,BOOKCASES,,RADICE,SUGGESTED COMPOSITIONS,NIGHT COMPOSITION,Structure,METAL-LACQUER,Frame finishing,CHOCOLATE,Top,,Top finishing,,47X184 H264,RADICE Compos.Night A L150 H260 cm,Y2,H189C15XNA
H189C16XNA,1,14560,NATUZZI,BOOKCASES,,RADICE,SUGGESTED COMPOSITIONS,TV COMPOSITION,Structure,METAL-LACQUER,Frame finishing,CHOCOLATE,Top,,Top finishing,,37X318 H224,RADICE Composition  TV A. L300 H220 cm,Y2,H189C16XNA
H189C17XNA,1,15080,NATUZZI,BOOKCASES,,RADICE,SUGGESTED COMPOSITIONS,TV COMPOSITION,Structure,METAL-LACQUER,Frame finishing,CHOCOLATE,Top,,Top finishing,,37X378 H224,RADICE Composition  TV B. L360  H220 cm,Y2,H189C17XNA
H189C18XNA,1,3300,NATUZZI,BOOKCASES,,RADICE,SUGGESTED COMPOSITIONS,BOOKCASE COMPOSITION,Structure,METAL-LACQUER,Frame finishing,CHOCOLATE,Top,,Top finishing,,37X95 H224,RADICE Compos.Bookcase A L90 H220 cm,Y2,H189C18XNA
H189C19XNA,1,4760,NATUZZI,BOOKCASES,,RADICE,SUGGESTED COMPOSITIONS,BOOKCASE COMPOSITION,Structure,METAL-LACQUER,Frame finishing,CHOCOLATE,Top,,Top finishing,,37X95 H224,RADICE Compos.Bookcase B L90 H220 cm,Y2,H189C19XNA
H189C20XNA,1,5920,NATUZZI,BOOKCASES,,RADICE,SUGGESTED COMPOSITIONS,BOOKCASE COMPOSITION,Structure,METAL-LACQUER,Frame finishing,CHOCOLATE,Top,,Top finishing,,37X190 H224,RADICE Compos.Bookcase C L180 H220 cm,Y2,H189C20XNA
H189C21XNA,1,8840,NATUZZI,BOOKCASES,,RADICE,SUGGESTED COMPOSITIONS,BOOKCASE COMPOSITION,Structure,METAL-LACQUER,Frame finishing,CHOCOLATE,Top,,Top finishing,,37X190 H224,RADICE Compos.Bookcase D L180 H220 cm,Y2,H189C21XNA
H844001XNA,1,4040,NATUZZI,BOOKCASES,,TIDE,,BOOKCASE,Structure,METAL,Frame finishing,GOLD,Top,METAL,Top finishing,GOLD,46X100 H124,TIDE High Bookcase 100x46H124 Gold,Y2,H844001XNA
H844002XNA,1,2410,NATUZZI,BOOKCASES,,TIDE,,BOOKCASE,Structure,METAL,Frame finishing,GOLD,Top,METAL,Top finishing,GOLD,46X100 H61,TIDE Small Bookcase 100x46H61 Gold,Y2,H844002XNA
O081001XNA,1,500,NATUZZI,BED LINENS,,CAMALDOLI,,"LAT SHEET, FITTED SHEET, 2 RECT.PILLOW",Material,COTTON,Color,WHITE,Material 2,COTTON,Color 2,WHITE,295X270,CAMALDOLI Flat+bed sh+2 pil.cov. WHT,Y2,O081001XNA
O081002XNA,1,670,NATUZZI,BED LINENS,,CAMALDOLI,,"DUVET COVER,FITTED SHEET,2 RECT.PILL.COV",Material,COTTON,Color,WHITE,Material 2,COTTON,Color 2,WHITE,230X270,CAMALDOLI Duvet Cover+bed sh+2pil.cov Wh,Y2,O081002XNA
F005KV0,1,1020,NATUZZI,MATTRESSES,,MATERASSO NATUZZI,,SPRING MATTRESS,Internal Material,POLYESTER,Internal Color,WHITE,External Material,,External Color,,160X200 H23,MATTRESS NATUZZI SP.IN.UK160X200H23 WHIT,Y2,DDB0050PSK52000
F005KVV,1,1130,NATUZZI,MATTRESSES,,MATERASSO NATUZZI,,SPRING MATTRESS,Internal Material,POLYESTER,Internal Color,WHITE,External Material,,External Color,,180X200 H23,MATTRESS NATUZZI SP.IN.UK180X200H23 WHIT,Y2,DDB0050PSK5200V
T100FMB,1,600,NATUZZI,CONSOLES,,CABARET,RECTANGULAR,CONSOLE,Structure,METAL,Frame finishing,MATT COFFEE,Top,WOOD,Top finishing,SMOKED OAK,27X90 H56,CABARET CONS.90X27 H56 BROWN-SMOKED OAK,Y2,DDT100BFRL2424P
T100MTB,1,840,NATUZZI,CONSOLES,,CABARET,RECTANGULAR,CONSOLE,Structure,METAL,Frame finishing,CHROME GLOSSY,Top,WOOD,Top finishing,COFFEE OAK,90X27 H56,CABARET CONS.90X27 H56 CHROME/COFFEEOAK,Y2,DDT100BFRL1112P
T058V05,1,820,NATUZZI,CONSOLES,,MERCURIO,RECTANGULAR,CONSOLE,Structure,GLASS,Frame finishing,SMOKE,Top,GLASS,Top finishing,,42X140 H74,MERCURIO CONS.TABLE 140X42H74 FUME,Y2,DDT058CVTX6300P
T058VX5,1,750,NATUZZI,CONSOLES,,MERCURIO,RECTANGULAR,CONSOLE,Structure,GLASS,Frame finishing,TRANSPARENT,Top,GLASS,Top finishing,,42X140 H74,MERCURIO CONS.TABLE 140X42 H74 CRYSTAL,Y2,DDT058CVTX0000P
E007L08,1,227,NATUZZI,CONSOLES,,OMEGA,RECTANGULAR,DESK DRAWER,Structure,WOOD,Frame finishing,MATT ANTHRACITE,Top,,Top finishing,,34X38 H8,OMEGA DRAWER 34X38 H8 MATT ANTHRACITE,Y2,DDE007MLG06300P
E007LM8,1,216,NATUZZI,CONSOLES,,OMEGA,RECTANGULAR,DESK DRAWER,Structure,LACQUERED WOOD,Frame finishing,MATT COFFEE,Top,LACQUERED WOOD,Top finishing,MATT COFFEE,34X38 H8,OMEGA DRAWER 34X38 H8 COFFEE,Y2,DDE007MLG02500P
B01401X,1,2030,NATUZZI,NIGHT STANDS,,CALA,RECTANGULAR,BEDSIDE TABLE,Structure,WOOD-LEATHER,Frame finishing,DARK BROWN,Top,GLASS,Top finishing,CHOCOLATE,57X49 H43,CALA Comodino TestaMoro/Ciocc,Y2,DDN01400000001X
B01402X,1,2030,NATUZZI,NIGHT STANDS,,CALA,RECTANGULAR,BEDSIDE TABLE,Structure,WOOD-LEATHER,Frame finishing,DARK BROWN,Top,GLASS,Top finishing,HEAVENLY,57X49 H43,CALA Comodino TestaMoro/Celeste,Y2,DDN01400000002X
N74403X,1,2950,NATUZZI,NIGHT STANDS,,Campus,,BEDSIDE TABLE,Structure,LACQUERED WOOD,Frame finishing,BRIQ GLOSSY LACQUER,Top,METAL/WOOD,Top finishing,GLOSSY BLACK CHROME - EUCALIPTO WOOD,42X47 H52,CAMPUS Com.47x42 H52 LAC.LUC.COTTO,Y2,DDN74400000003X
N74404X,1,3130,NATUZZI,NIGHT STANDS,,Campus,,BEDSIDE TABLE,Structure,WOOD AND METAL,Frame finishing,GLOSSY BLACK CHROME - EUCALIPTO WOOD,Top,,Top finishing,,41X70 H45,CAMPUS Com.70X41H45 EUCALIPTO,Y2,DDN74400000004X
N74405X,1,3500,NATUZZI,NIGHT STANDS,,Campus,,BEDSIDE TABLE,Structure,WOOD AND METAL,Frame finishing,Glossy Champagne/Ash Wood Tobacco,Top,WOOD,Top finishing,Ash Wood/Tobacco/Champagne,41X70 H45,CAMPUS Com.70X41H45 TOBACCO ASHWOOD,Y0,DDN74400000005X
N74406X,1,3290,NATUZZI,NIGHT STANDS,,Campus,,BEDSIDE TABLE,Structure,WOOD AND METAL,Frame finishing,Glossy Champagne/Ash Wood Tobacco,Top,LACQUERED WOOD,Top finishing,GLOSS DESERT,42X47 H52,CAMPUS BEDSIDE 47x42 H52 LAC.GLOS.DES.,Y0,DDN74400000006X
B005LMX,1,980,NATUZZI,NIGHT STANDS,,EUCLIDE,,BEDSIDE TABLE,Structure,LACQUERED WOOD,Frame finishing,MATT COFFEE,Top,METAL,Top finishing,MATT COFFEE,60X50 H40,EUCLIDE BEDR.FUR. BEDSIDE TA. COFFEE-COF,Y2,DDN005DLGM24240
B01001X,1,1190,NATUZZI,NIGHT STANDS,,FENICE,,BEDSIDE TABLE RIGHT,Structure,WOOD,Frame finishing,Walnut 2017,Top,WOOD,Top finishing,Walnut 2017,60X50 H53,FENICE COMODINO DX NOCE 2017,Y2,DDN01000000001X
B01002X,1,1190,NATUZZI,NIGHT STANDS,,FENICE,,BEDSIDE TABLE RIGHT,Structure,WOOD,Frame finishing,Smoked Oak Termocotto,Top,WOOD,Top finishing,Smoked Oak Termocotto,60X50 H53,FENICE COMODINO DX ROVERE 2017,Y2,DDN01000000002X
B01005X,1,1190,NATUZZI,NIGHT STANDS,,FENICE,,BEDSIDE TABLE LEFT,Structure,WOOD,Frame finishing,Walnut 2017,Top,WOOD,Top finishing,Walnut 2017,60X50 H53,FENICE  Comodino SX Noce 2017,Y2,DDN01000000005X
B01006X,1,1190,NATUZZI,NIGHT STANDS,,FENICE,,BEDSIDE TABLE LEFT,Structure,WOOD,Frame finishing,Smoked Oak Termocotto,Top,WOOD,Top finishing,Smoked Oak Termocotto,60X50 H53,FENICE  Comodino SX Rovere 2017,Y2,DDN01000000006X
B01007X,1,1320,NATUZZI,NIGHT STANDS,,FENICE,,BEDSIDE TABLE RIGHT,Structure,LACQUERED WOOD,Frame finishing,WHITE CHALK,Top,LACQUERED WOOD,Top finishing,WHITE CHALK,60X50 H53,FENICE N.Stand RAF 60x50H53 W.Chalk,Y2,DDN01000000007X
B01008X,1,1320,NATUZZI,NIGHT STANDS,,FENICE,,BEDSIDE TABLE LEFT,Structure,LACQUERED WOOD,Frame finishing,WHITE CHALK,Top,LACQUERED WOOD,Top finishing,WHITE CHALK,60X50 H53,FENICE N.Stand LAF 60x50H53 W.Chalk,Y2,DDN01000000008X
B01009X,1,1320,NATUZZI,NIGHT STANDS,,FENICE,,BEDSIDE TABLE RIGHT,Structure,LACQUERED WOOD,Frame finishing,MINK,Top,LACQUERED WOOD,Top finishing,MINK,60X50 H53,FENICE N.Stand RAF 60x50H53 Mink,Y2,DDN01000000009X
B01010X,1,1320,NATUZZI,NIGHT STANDS,,FENICE,,BEDSIDE TABLE LEFT,Structure,LACQUERED WOOD,Frame finishing,MINK,Top,LACQUERED WOOD,Top finishing,MINK,60X50 H53,FENICE N.Stand LAF 60x50H53 Mink,Y2,DDN01000000010X
B002LBD,1,720,NATUZZI,NIGHT STANDS,,MONDRIAN,,BEDSIDE TABLE LEFT,Structure,LACQUERED WOOD,Frame finishing,MATT BLUE,Top,METAL,Top finishing,NICKEL,60X50 H40,MONDRIAN BEDSIDE TA.SX 60X50 H40 BLU-NCK,Y2,DDN002DLGM60NI0
B002LGD,1,720,NATUZZI,NIGHT STANDS,,MONDRIAN,,BEDSIDE TABLE LEFT,Structure,LACQUERED WOOD,Frame finishing,MATT GREY,Top,METAL,Top finishing,NICKEL,60X50 H40,MONDRIAN BEDSIDE TA.SX 60X50 H40 GRE-NCK,Y2,DDN002DLGM63NI0
B002LND,1,1040,NATUZZI,NIGHT STANDS,,MONDRIAN,,BEDSIDE TABLE RIGHT,Structure,WOOD,Frame finishing,WALNUT,Top,METAL,Top finishing,MATT COFFEE,60X50 H40,MONDRIAN BEDSIDE T.DX 60X50H40 M.COF-WAL,Y2,DDN002DLGM2404V
B002LWD,1,720,NATUZZI,NIGHT STANDS,,MONDRIAN,,BEDSIDE TABLE LEFT,Structure,LACQUERED WOOD,Frame finishing,WHITE MATT,Top,METAL,Top finishing,NICKEL,60X50 H40,MONDRIAN BEDSIDE TA.SX 60X50 H40 WHI-NCK,Y2,DDN002DLGM52NI0
B002VBD,1,720,NATUZZI,NIGHT STANDS,,MONDRIAN,,BEDSIDE TABLE RIGHT,Structure,LACQUERED WOOD,Frame finishing,MATT BLUE,Top,METAL,Top finishing,NICKEL,60X50 H40,MONDRIAN BEDSIDE TA.DX 60X50 H40 BLU-NCK,Y2,DDN002DLGM60NIV
B002VGD,1,720,NATUZZI,NIGHT STANDS,,MONDRIAN,,BEDSIDE TABLE RIGHT,Structure,LACQUERED WOOD,Frame finishing,MATT GREY,Top,METAL,Top finishing,NICKEL,60X50 H40,MONDRIAN BEDSIDE TA.DX 60X50 H40 GRE-NCK,Y2,DDN002DLGM63NIV
B002VND,1,1040,NATUZZI,NIGHT STANDS,,MONDRIAN,,BEDSIDE TABLE LEFT,Structure,WOOD,Frame finishing,WALNUT,Top,METAL,Top finishing,MATT COFFEE,60X50 H40,MONDRIAN BEDSIDE T.SX 60X50H40 M.COF-WAL,Y2,DDN002DLGM24040
B002VWD,1,720,NATUZZI,NIGHT STANDS,,MONDRIAN,,BEDSIDE TABLE RIGHT,Structure,LACQUERED WOOD,Frame finishing,WHITE MATT,Top,METAL,Top finishing,NICKEL,60X50 H40,MONDRIAN BEDSIDE TA.DX 60X50 H40 WHI-NCK,Y2,DDN002DLGM52NIV
B004LR0,1,1160,NATUZZI,NIGHT STANDS,,MUNARI,,BEDSIDE TABLE RIGHT,Structure,WOOD,Frame finishing,SMOKED OAK,Top,WOOD,Top finishing,SMOKED OAK,65X45 H41,MUNARI BEDSIDE T.DX 65X45 H41 SMOKED OAK,Y2,DDN004DLGV1200V
B004LRY,1,1160,NATUZZI,NIGHT STANDS,,MUNARI,,BEDSIDE TABLE LEFT,Structure,WOOD,Frame finishing,SMOKED OAK,Top,WOOD,Top finishing,SMOKED OAK,65X45 H41,MUNARI BEDSIDE T.SX 65X45 H41 SMOKED OAK,Y2,DDN004DLGV12000
B004LV0,1,1720,NATUZZI,NIGHT STANDS,,MUNARI,,BEDSIDE TABLE RIGHT,Structure,WOOD,Frame finishing,SMOKED OAK,Top,MARBLE,Top finishing,CALACATTA GOLD,65X45 H41,MUNARI BEDSIDE T.DX 65X45H41 S.OAK-CA.GO,Y2,DDN004DLGV12ORV
B004LVV,1,1720,NATUZZI,NIGHT STANDS,,MUNARI,,BEDSIDE TABLE LEFT,Structure,WOOD,Frame finishing,SMOKED OAK,Top,MARBLE,Top finishing,CALACATTA GOLD,65X45 H41,MUNARI BEDSIDE T.SX 65X45H41 S.OAK-CA.GO,Y2,DDN004DLGV12OR0
B00702X,1,1790,NATUZZI,NIGHT STANDS,,SVEVO,,BEDSIDE TABLE,Structure,WOOD-GLASS,Frame finishing,OAK,Top,WOOD AND METAL,Top finishing,COFFEE,48X78 H50,SVEVO COMODINO ROVERE 2017/CAFFE,Y2,DDN00700000002X
B00903X,1,2130,NATUZZI,NIGHT STANDS,,VENERE,,BEDSIDE TABLE,Structure,METAL,Frame finishing,BRASS,Top,LACQUERED WOOD,Top finishing,Glossy Jade,50X50 H56,VENERE COMODINO GIADAlucido/OTTONE,Y2,DDN00900000003X
B00904X,1,2130,NATUZZI,NIGHT STANDS,,VENERE,,BEDSIDE TABLE,Structure,METAL,Frame finishing,BLACK CHROME,Top,LACQUERED WOOD,Top finishing,Glossy White Chalk,50X50 H56,VENERE COMODINO BIANCOGESSluc/CROMnerl,Y2,DDN00900000004X
B00906X,1,2000,NATUZZI,NIGHT STANDS,,VENERE,,BEDSIDE TABLE,Structure,METAL,Frame finishing,BRASS,Top,WOOD,Top finishing,Smoked Oak Termocotto,50X50 H56,VENERE Comodino Ã¸50 Rov2017/Ottone,Y2,DDN00900000006X
W01102X,1,6940,NATUZZI,TV STANDS,,Campus,,TV CABINET,Structure,METAL/WOOD,Frame finishing,GLOSSY BLACK CHROME - EUCALIPTO WOOD,Top,WOOD,Top finishing,eucalyptus,42X200 H60,CAMPUS TV UNIT L200X42H60 EUCALIPTO,Y2,DDW01100000002X
W01103X,1,7750,NATUZZI,TV STANDS,,Campus,,TV CABINET,Structure,WOOD AND METAL,Frame finishing,Glossy Champagne/Ash Wood Tobacco,Top,WOOD,Top finishing,Ash Wood/Tobacco/Champagne,43X200 H60,CAMPUS TV UNIT L220 Frassino Tabac,Y2,DDW01100000003X
B01404X,1,8020,NATUZZI,DRESSERS,,CALA,,TABLE WARE,Structure,WOOD-LEATHER,Frame finishing,DARK BROWN,Top,WOOD,Top finishing,Walnut 2017,201X54 H72,CALA Cassettiera Noce2017/TestaMor,Y2,DDN01400000004X
