Codice1;Codice2;Colore;Collezione;Materiale
78218903;78218903;GREIGE CHIARO;JUPITER;TESSUTO
78218904;78218904;MARRONE;JUPITER;TESSUTO
78218905;78218905;GREIGE C.MX BRONZO;JUPITER;TESSUTO
78218906;78218906;GRIGIO CH.MX CALDA;JUPITER;TESSUTO
83000000;83000000;ALTRI;NA;TESSUTO
83005101;83005101;NATURAL;FLORENCE;MICROFIBRA
83005103;83005103;VERDE PALLIDO;FLORENCE;MICROFIBRA
83005106;83005106;BLUE JEANS;FLORENCE;MICROFIBRA
83005108;83005108;TABACCO;FLORENCE;MICROFIBRA
83005110;83005110;ROSSO VINO;FLORENCE;MICROFIBRA
83005119;83005119;ESPRESS;FLORENCE;MICROFIBRA
83005120;83005120;MASTICE;FLORENCE;MICROFIBRA
83005121;83005121;CAMOSCIO;FLORENCE;MICROFIBRA
83005122;83005122;MUSCHIO;FLORENCE;MICROFIBRA
83005123;83005123;MELANZANA;FLORENCE;MICROFIBRA
83005125;83005125;BLU NOTTE;FLORENCE;MICROFIBRA
83005126;83005126;MARRONE SCURO;FLORENCE;MICROFIBRA
83005129;83005129;VERDE OLIVA SCURO;FLORENCE;MICROFIBRA
83005134;83005134;CELESTE;FLORENCE;MICROFIBRA
83005136;83005136;TERRACOTTA;FLORENCE;MICROFIBRA
83005304;83005304;VERDE;VISCONTI;TESSUTO
83005401;83005401;BEIGE;BUZZATI;TESSUTO
83005402;83005402;GIALLO;BUZZATI;TESSUTO
83005403;83005403;NERO;BUZZATI;TESSUTO
83005404;83005404;GRIGIO;BUZZATI;TESSUTO
83005405;83005405;BLU;BUZZATI;TESSUTO
83005801;83005801;BIANCO;PARINI;TESSUTO
83005802;83005802;MIELE;PARINI;TESSUTO
83005803;83005803;ORO;PARINI;TESSUTO
83005804;83005804;MUSCHIO;PARINI;TESSUTO
83005805;83005805;LINO;PARINI;TESSUTO
83005806;83005806;TIBET;PARINI;TESSUTO
83005807;83005807;BEIGE;PARINI;TESSUTO
83005808;83005808;PRUGNA;PARINI;TESSUTO
83005809;83005809;BLU;PARINI;TESSUTO
83005810;83005810;ZUCCA;PARINI;TESSUTO
83005901;83005901;GRIGIO CHIARO;NAPLES;MICROFIBRA
83005903;83005903;GIALLO;NAPLES;MICROFIBRA
83005904;83005904;ARANCIO;NAPLES;MICROFIBRA
83005905;83005905;TERRACOTTA;NAPLES;MICROFIBRA
83006201;83006201;AVORIO;VERRI;TESSUTO
83006202;83006202;SABBIA;VERRI;TESSUTO
83006203;83006203;OSTRICA;VERRI;TESSUTO
83006204;83006204;ROSSO PAPAVERO;VERRI;TESSUTO
83006301;83006301;BEIGE CHAMPAGNE;SILK;TESSUTO
83006302;83006302;ORO AMBRA;SILK;TESSUTO
83006303;83006303;GRIGIO BRILLANTE;SILK;TESSUTO
83006304;83006304;ROSA SHOCKING;SILK;TESSUTO
83006305;83006305;VERDE OLIVA;SILK;TESSUTO
83006306;83006306;LILLA;SILK;TESSUTO
83006307;83006307;MALVA SCURO;SILK;TESSUTO
83006308;83006308;NERO;SILK;TESSUTO
83006401;83006401;BLACK&WHITE;LUXOR;TESSUTO
83006402;83006402;BEIGE SCURO;LUXOR;TESSUTO
83006403;83006403;CORDA;LUXOR;TESSUTO
83006404;83006404;BEIGE CHIARO;LUXOR;TESSUTO
83006405;83006405;MARRONE;LUXOR;TESSUTO
83006501;83006501;BIANCO;HALLEY;TESSUTO
83006502;83006502;BEIGE;HALLEY;TESSUTO
83006503;83006503;CHAMPAGNE;HALLEY;TESSUTO
83006504;83006504;ARANCIO;HALLEY;TESSUTO
83006505;83006505;MARRONE;HALLEY;TESSUTO
83006601;83006601;BLACK&WHITE;FLORIS;TESSUTO
83006602;83006602;BEIGE GIALLO;FLORIS;TESSUTO
83006603;83006603;CORDA;FLORIS;TESSUTO
83006604;83006604;BEIGE ARANCIO;FLORIS;TESSUTO
83006605;83006605;MARRONE;FLORIS;TESSUTO
83006701;83006701;JEANS CHIARO;TWIGGY;TESSUTO
83006801;83006801;JEANS;SEVENTY;TESSUTO
83006901;83006901;PANNA;MARTINI;TESSUTO
83006902;83006902;MASTICE;MARTINI;TESSUTO
83006903;83006903;TORTORA SCURO;MARTINI;TESSUTO
83006904;83006904;ARANCIO COTTO;MARTINI;TESSUTO
83006905;83006905;VERDE AZZURRO;MARTINI;TESSUTO
83006906;83006906;BLUE JEANS;MARTINI;TESSUTO
83006907;83006907;MARRONE SCURO;MARTINI;TESSUTO
83007201;83007201;BEIGE ROSATO;BISHOP;MICROFIBRA
83007202;83007202;CARTA DA ZUCCHERO;BISHOP;MICROFIBRA
83007203;83007203;BORDEAUX;BISHOP;MICROFIBRA
83007204;83007204;MARRONE;BISHOP;MICROFIBRA
83007205;83007205;NERO;BISHOP;MICROFIBRA
83007206;83007206;BIANCO PANNA;BISHOP;MICROFIBRA
83007207;83007207;SABBIA;BISHOP;MICROFIBRA
83007208;83007208;GRIGIO;BISHOP;MICROFIBRA
83007209;83007209;GHIACCIO;BISHOP;MICROFIBRA
83007210;83007210;TORTORA;BISHOP;MICROFIBRA
83007211;83007211;SABBIA;BISHOP;MICROFIBRA
83007212;83007212;CAMMELLO;BISHOP;MICROFIBRA
83007213;83007213;CAMOSCIO;BISHOP;MICROFIBRA
83007214;83007214;ROSSO VINO;BISHOP;MICROFIBRA
83007215;83007215;BLU OLTREMARE;BISHOP;MICROFIBRA
83007216;83007216;TORTORA SCURO;BISHOP;MICROFIBRA
83007217;83007217;CAFFE' NERO;BISHOP;MICROFIBRA
83007301;83007301;BEIGE ROSATO;BISHOP QUILT;MICROFIBRA
83007302;83007302;CARTA DA ZUCCHERO;BISHOP QUILT;MICROFIBRA
83007303;83007303;BORDEAUX;BISHOP QUILT;MICROFIBRA
83007304;83007304;MARRONE;BISHOP QUILT;MICROFIBRA
83007305;83007305;NERO;BISHOP QUILT;MICROFIBRA
83007306;83007306;BIANCO PANNA;BISHOP QUILT;MICROFIBRA
83007307;83007307;SABBIA;BISHOP QUILT;MICROFIBRA
83007308;83007308;GRIGIO;BISHOP QUILT;MICROFIBRA
83007401;83007401;SABBIA SCURO;MARSHALL;TESSUTO
83007402;83007402;NERO;MARSHALL;TESSUTO
83007403;83007403;BEIGE;MARSHALL;TESSUTO
83007404;83007404;RUBINO;MARSHALL;TESSUTO
83007405;83007405;RUGGINE;MARSHALL;TESSUTO
83007607;83007607;GRIGIO CHIARO;SCOTT;MICROFIBRA
83007801;83007801;GRIGIO;BOTTICELLI;TESSUTO
83007901;83007901;CORDA;MARAJA;TESSUTO
83007902;83007902;CAFFE';MARAJA;TESSUTO
83007903;83007903;ANTRACITE;MARAJA;TESSUTO
83007904;83007904;GRIGIO CHIARO;MARAJA;TESSUTO
83007905;83007905;JEANS;MARAJA;TESSUTO
83008001;83008001;BIANCO-BEIGE;PARISI;TESSUTO
83008002;83008002;BIANCO-NERO;PARISI;TESSUTO
83008003;83008003;MARRONE-NERO;PARISI;TESSUTO
83008004;83008004;FC_Tessuto;Tessuto;TESSUTO
83008101;83008101;CORDA;METROPOLIS;TESSUTO
83008102;83008102;SENAPE;METROPOLIS;TESSUTO
83008103;83008103;RUGGINE;METROPOLIS;TESSUTO
83008104;83008104;FANGO;METROPOLIS;TESSUTO
83008105;83008105;NERO;METROPOLIS;TESSUTO
83008201;83008201;SABBIA;LOUVRE;TESSUTO
83008202;83008202;ARANCIO;LOUVRE;TESSUTO
83008203;83008203;CEDRO;LOUVRE;TESSUTO
83008204;83008204;VERDE LIME;LOUVRE;TESSUTO
83008205;83008205;VERDE SALVIA;LOUVRE;TESSUTO
83008206;83008206;GRIGIO CHIARO;LOUVRE;TESSUTO
83008207;83008207;GRIGIO;LOUVRE;TESSUTO
83008208;83008208;BORDEAUX;LOUVRE;TESSUTO
83008209;83008209;CICLAMINO;LOUVRE;TESSUTO
83008210;83008210;VIOLA;LOUVRE;TESSUTO
83008211;83008211;BLU;LOUVRE;TESSUTO
83008212;83008212;TORTORA SCURO;LOUVRE;TESSUTO
83008213;83008213;GIALLO;LOUVRE;TESSUTO
83008214;83008214;CORALLO;LOUVRE;TESSUTO
83008301;83008301;ECRU';PYRAMIDE;TESSUTO
83008302;83008302;FANGO;PYRAMIDE;TESSUTO
83008303;83008303;VERDE LIME;PYRAMIDE;TESSUTO
83008304;83008304;BLU;PYRAMIDE;TESSUTO
83008401;83008401;GRIGIO CHIARO;Zefiro;MICROFIBRA
83008501;83008501;GRIGIO CHIARO;SEFORA;MICROFIBRA
83008502;83008502;AVORIO;SEFORA;MICROFIBRA
83008601;83008601;GRIGIO CHIARO;TWITTER;TESSUTO
83008602;83008602;BLU OLTREMARE;TWITTER;TESSUTO
83008603;83008603;TURCHESE;TWITTER;TESSUTO
83008604;83008604;CAFFE';TWITTER;TESSUTO
83008605;83008605;TORTORA;TWITTER;TESSUTO
83008701;83008701;BIANCO;MOSAIC;TESSUTO
83008702;83008702;LEMON;MOSAIC;TESSUTO
83008703;83008703;TURCHESE;MOSAIC;TESSUTO
83008704;83008704;GRIGIO;MOSAIC;TESSUTO
83008801;83008801;BLU JEANS;AMALFI;TESSUTO
83008802;83008802;GRIGIO CALDO;AMALFI;TESSUTO
83008803;83008803;BIANCO;AMALFI;TESSUTO
83008804;83008804;ROSSO;AMALFI;TESSUTO
83008805;83008805;NERO;AMALFI;TESSUTO
83008806;83008806;ZAFFERANO;AMALFI;TESSUTO
83008807;83008807;SENAPE;AMALFI;TESSUTO
83008808;83008808;ROSA ANTICO;AMALFI;TESSUTO
83008901;83008901;BIANCO-NERO;PARISI GRAND;TESSUTO
83009001;83009001;AVANA;TROPEA;TESSUTO
83009002;83009002;GRIGIO CHIARO;TROPEA;TESSUTO
83009003;83009003;TORTORA CHIARO;TROPEA;TESSUTO
83009004;83009004;CAMOSCIO;TROPEA;TESSUTO
83009005;83009005;BIANCO;TROPEA;TESSUTO
83009006;83009006;TORTORA SCURO;TROPEA;TESSUTO
83009101;83009101;GRIGIO CHIARO;CASABLANCA;TESSUTO
83009102;83009102;BLU JEANS;CASABLANCA;TESSUTO
83009103;83009103;GRIGIO SCURO;CASABLANCA;TESSUTO
83009201;83009201;GRIGIO;EDIMBURGO;MICROFIBRA
83009202;83009202;MELANGE BROWN;EDIMBURGO;MICROFIBRA
83009203;83009203;MELANGE POLVERE;EDIMBURGO;MICROFIBRA
83009301;83009301;GRIGIO CHIARO;VETTRIANO;TESSUTO
83009302;83009302;NOCCIOLA;VETTRIANO;TESSUTO
83009303;83009303;MARRONE MEDIO;VETTRIANO;TESSUTO
83009304;83009304;ROSSO;VETTRIANO;TESSUTO
83009305;83009305;NERO MELANGE;VETTRIANO;TESSUTO
83009401;83009401;BEIGE;FORTUNY;TESSUTO
83009402;83009402;TORTORA CHIARO;FORTUNY;TESSUTO
83009403;83009403;TORTORA SCURO;FORTUNY;TESSUTO
83009404;83009404;BLU;FORTUNY;TESSUTO
83009405;83009405;VERDE MARE;FORTUNY;TESSUTO
83009406;83009406;VERDE SALVIA;FORTUNY;TESSUTO
83009407;83009407;GRIGIO CHIARO;FORTUNY;TESSUTO
83009408;83009408;GRIGIO FERRO;FORTUNY;TESSUTO
83009409;83009409;CORALLO;FORTUNY;TESSUTO
83009501;83009501;CORDA;TRAMA;TESSUTO
83009502;83009502;GRIGIO MELANGE;TRAMA;TESSUTO
83009503;83009503;GREY-BROWN;TRAMA;TESSUTO
83009504;83009504;BRONZO;TRAMA;TESSUTO
83009505;83009505;CHOCOLATE;TRAMA;TESSUTO
83009506;83009506;T.DI MORO;TRAMA;TESSUTO
83009601;83009601;MARRONE;PONENTE;TESSUTO
83009701;83009701;BIANCO CALDO;FILADELFIA;TESSUTO
83009702;83009702;BIANCO FREDDO;FILADELFIA;TESSUTO
83009703;83009703;GREIGE CH.MX ROSA;FILADELFIA;TESSUTO
83009704;83009704;BEIGE MX DORATA;FILADELFIA;TESSUTO
83009705;83009705;GIALLO MX LIME;FILADELFIA;TESSUTO
83009706;83009706;VERDE MUSCHIO;FILADELFIA;TESSUTO
83009707;83009707;GRI.CH.FREDDO;FILADELFIA;TESSUTO
83009708;83009708;GRIGIO MX BLU;FILADELFIA;TESSUTO
83009709;83009709;ROSSO MX MATTONE;FILADELFIA;TESSUTO
83009710;83009710;MARRONE MX GRIGIA;FILADELFIA;TESSUTO
83009801;83009801;BIANCO FREDDO;LIGURE;TESSUTO
83009802;83009802;BEIGE MX DORATA;LIGURE;TESSUTO
83009803;83009803;GRIGIO CH.CALDO;LIGURE;TESSUTO
83009804;83009804;GRIGIO MEDIO;LIGURE;TESSUTO
83009805;83009805;GREIGE SC.MX BRONZ;LIGURE;TESSUTO
83009806;83009806;VERDE MX BLU;LIGURE;TESSUTO
83009807;83009807;BLU SCURO;LIGURE;TESSUTO
83009808;83009808;MARRONE;LIGURE;TESSUTO
83009809;83009809;NERO;LIGURE;TESSUTO
83009901;83009901;BEIGE CH.MX ROSA;DIAGONAL;TESSUTO
83009902;83009902;GRIGIO MEDIO;DIAGONAL;TESSUTO
83010001;83010001;GREI.CH.MX BRONZO;SAFARI;TESSUTO
83010003;83010003;GREI.SC.MX GRIGIA;SAFARI;TESSUTO
83010004;83010004;ARANCIO MX MATTONE;SAFARI;TESSUTO
83010005;83010005;BLU SCURO;SAFARI;TESSUTO
83010101;83010101;GRIGIO SCU.CALDO;BRISA;TESSUTO
83010102;83010102;BLU SCURO;BRISA;TESSUTO
83010103;83010103;GRIGIO CH. FREDDO;BRISA;TESSUTO
83010104;83010104;VERDE SCURO;BRISA;TESSUTO
83010105;83010105;GIRASOLE;BRISA;TESSUTO
83010106;83010106;BORDEAUX;BRISA;TESSUTO
83010107;83010107;MARR.SCU.CALDO;BRISA;TESSUTO
83010108;83010108;BE SC MX ROSA;BRISA;TESSUTO
83010109;83010109;BIANCO FRED.;BRISA;TESSUTO
83010110;83010110;ARANCIO MX MATTONE;BRISA;TESSUTO
83010111;83010111;GREIGE SC.MX ROSA;BRISA;TESSUTO
83010112;83010112;GREIGE SCURO MX GR;BRISA;TESSUTO
83010113;83010113;BEIGE CH.MX GIALLA;BRISA;TESSUTO
83010202;83010202;BEIGE SCU.MX ROSA;MISTRAL;TESSUTO
83010203;83010203;ROSA MX GRIGIA;MISTRAL;TESSUTO
83010209;83010209;GRIGIO CH.FREDDO;MISTRAL;TESSUTO
83010210;83010210;CELESTE MX GRIGIA;MISTRAL;TESSUTO
83010211;83010211;BLUE JEANS;MISTRAL;TESSUTO
83010212;83010212;BLU SCURO;MISTRAL;TESSUTO
83010213;83010213;GREIGE CH.MX GRIGI;MISTRAL;TESSUTO
83010214;83010214;GRIGIO MEDIO;MISTRAL;TESSUTO
83010215;83010215;GRIGIO SCU.FREDDO;MISTRAL;TESSUTO
83010216;83010216;VERDE MX GRIGIA;MISTRAL;TESSUTO
83010217;83010217;GREIGE SCU.MX BRON;MISTRAL;TESSUTO
83010301;83010301;VERDE MUSCHIO;TORNABUONI;TESSUTO
83010302;83010302;GRIG.SCU.FREDDO;TORNABUONI;TESSUTO
83010303;83010303;MARRONE;TORNABUONI;TESSUTO
83010304;83010304;BLU SCURO;TORNABUONI;TESSUTO
83010305;83010305;GREI.CH.MX GIALL.;TORNABUONI;TESSUTO
83010401;83010401;VIOLA;MAGENTA;TESSUTO
83010402;83010402;MARRONE;MAGENTA;TESSUTO
83010403;83010403;BLU SCURO;MAGENTA;TESSUTO
83010404;83010404;NERO;MAGENTA;TESSUTO
83010405;83010405;GRIGIO MEDIO;MAGENTA;TESSUTO
83010406;83010406;MARRONE MX RAME;MAGENTA;TESSUTO
83010501;83010501;BEIGE CH.MX ROSA;COMFORT PET;TESSUTO
83010502;83010502;BEIGE CH.MX GIAL.;COMFORT PET;TESSUTO
83010503;83010503;BEIGE SC.MX ROSA;COMFORT PET;TESSUTO
83010504;83010504;GIALLO;COMFORT PET;TESSUTO
83010505;83010505;GRIGIO CH.FREDDO;COMFORT PET;TESSUTO
83010506;83010506;GRIGIO SC.FREDDO;COMFORT PET;TESSUTO
83010507;83010507;ROSSO MX MATTONE;COMFORT PET;TESSUTO
83010508;83010508;ROSSO;COMFORT PET;TESSUTO
83010509;83010509;VERDE BOSCO;COMFORT PET;TESSUTO
83010510;83010510;MARR.SCU.CALDO;COMFORT PET;TESSUTO
83010511;83010511;BLU JEANS;COMFORT PET;TESSUTO
83010512;83010512;BLU SCURO;COMFORT PET;TESSUTO
83010513;83010513;TURCHESE;COMFORT PET;TESSUTO
83010514;83010514;ROSSO MX CORALLO;COMFORT PET;TESSUTO
83010515;83010515;GRIGIO MEDIO;COMFORT PET;TESSUTO
83010601;83010601;BEIGE CH.MX ROSA;SISTINA;TESSUTO
83010602;83010602;GREIGE CH.MX ROSA;SISTINA;TESSUTO
83010603;83010603;GREIGE CH.MX GRIGI;SISTINA;TESSUTO
83010604;83010604;VERDE MUSCHIO;SISTINA;TESSUTO
83010605;83010605;GRIGIO CH.FREDDO;SISTINA;TESSUTO
83010606;83010606;GRIGIO SCU.FREDDO;SISTINA;TESSUTO
83010701;83010701;BIANCO FREDDO;FRATTINA;TESSUTO
83010702;83010702;GRIGIO MEDIO;FRATTINA;TESSUTO
83010703;83010703;GREI.CH.MX BRONZO;FRATTINA;TESSUTO
83010801;83010801;VIOLA;SCIROCCO;TESSUTO
83010802;83010802;MARRONE;SCIROCCO;TESSUTO
83010803;83010803;BLU SCURO;SCIROCCO;TESSUTO
83010804;83010804;NERO;SCIROCCO;TESSUTO
83010805;83010805;BORDEAUX;SCIROCCO;TESSUTO
83010806;83010806;MARRONE MX RAME;SCIROCCO;TESSUTO
83010807;83010807;GIALLO;SCIROCCO;TESSUTO
83010808;83010808;VERDE MUSCHIO;SCIROCCO;TESSUTO
83010901;83010901;GRIGIO CH.CALDO;CHEVRON;TESSUTO
83010902;83010902;BLUE JEANS;CHEVRON;TESSUTO
83011001;83011001;GRIGIO CH.CALDO;ALONA;TESSUTO
83011002;83011002;GRIGIO MEDIO;ALONA;TESSUTO
83011003;83011003;GREIGE CHIARO;ALONA;TESSUTO
83011004;83011004;GREIGE SCU.MX ROSA;ALONA;TESSUTO
83011005;83011005;MARRONE MX RAME;ALONA;TESSUTO
83011101;83011101;BEIGE CH.MX ROSA;GALEA;MICROFIBRA
83011102;83011102;BEIGE SC.MX GIALLA;GALEA;MICROFIBRA
83011103;83011103;BEIGE SC.MX ROS;GALEA;MICROFIBRA
83011105;83011105;GRIGIO CH.FREDDO;GALEA;MICROFIBRA
83011108;83011108;ROSSO;GALEA;MICROFIBRA
83011110;83011110;MARRONE SC.CALDO;GALEA;MICROFIBRA
83011111;83011111;BLUE JEANS;GALEA;MICROFIBRA
83011113;83011113;TURCHESE;GALEA;MICROFIBRA
83011116;83011116;GIALLO;GALEA;MICROFIBRA
83011117;83011117;VERDE MUSCHIO;GALEA;MICROFIBRA
83011118;83011118;GREIGE CHIARO;GALEA;MICROFIBRA
83011119;83011119;GRIGIO MEDIO;GALEA;MICROFIBRA
83011201;83011201;BIANCO FREDDO;TETI;TESSUTO
83011202;83011202;COLD LIGHT GREY;TETI;TESSUTO
83011203;83011203;GRIGIO MEDIO;TETI;TESSUTO
83011204;83011204;GREIGE CH. MX ROSA;TETI;TESSUTO
83011205;83011205;WARM LIGHT GREY;TETI;TESSUTO
83011206;83011206;VERDE MUSCHIO;TETI;TESSUTO
83011207;83011207;GREIGE SC.MX ROSA;TETI;TESSUTO
83011208;83011208;GREIGE CHIARO;TETI;TESSUTO
83011209;83011209;BEIGE CH. MX ROSA;TETI;TESSUTO
83011210;83011210;BLU SCURO;TETI;TESSUTO
83011211;83011211;GRIGIO CH. FREDDO;TETI;TESSUTO
83011212;83011212;BEIGE SC. MX ROSA;TETI;TESSUTO
83011301;83011301;GREIGE C.MX GIALLA;ELIO;TESSUTO
83011302;83011302;BEIGE CH.MX GIALLA;ELIO;TESSUTO
83011303;83011303;BRONZE LIGHT BEIGE;ELIO;TESSUTO
83011304;83011304;GRIGIO MEDIO;ELIO;TESSUTO
83011305;83011305;ROSA MX GRIGIA;ELIO;TESSUTO
83011306;83011306;BEIGE CH.MX GRIGIA;ELIO;TESSUTO
83011307;83011307;CELESTE MX GRIGIA;ELIO;TESSUTO
83011401;83011401;BEIGE MX DORATA;CAMERELLE;TESSUTO
83011402;83011402;BEIGE SC.MX GIALLA;CAMERELLE;TESSUTO
83011403;83011403;GRIGIO SC. FREDDO;CAMERELLE;TESSUTO
83011404;83011404;GREIGE S.MX GRIGIA;CAMERELLE;TESSUTO
83011405;83011405;BIANCO FREDDO;CAMERELLE;TESSUTO
83011406;83011406;VERDE MX GRIGIA;CAMERELLE;TESSUTO
83011407;83011407;BLU JEANS;CAMERELLE;TESSUTO
83011501;83011501;BIANCO OTTICO;BOTTEGHE;TESSUTO
83011502;83011502;GREIGE CHIARO;BOTTEGHE;TESSUTO
83011503;83011503;GRIGIO CH. FREDDO;BOTTEGHE;TESSUTO
83011504;83011504;BLU JEANS;BOTTEGHE;TESSUTO
83011505;83011505;VERDE MENTA;BOTTEGHE;TESSUTO
83011506;83011506;BEIGE CH.MX GIALLA;BOTTEGHE;TESSUTO
83011507;83011507;ARANCIO MX MATTONE;BOTTEGHE;TESSUTO
83011508;83011508;AVION;BOTTEGHE;TESSUTO
83011509;83011509;GIALLO MX OCRA;BOTTEGHE;TESSUTO
83011510;83011510;GREIGE S.MX GRIGIA;BOTTEGHE;TESSUTO
83011601;83011601;GREIGE C.MX GRIGIA;PONENTE;TESSUTO
83011602;83011602;GREIGE SC. MX ROSA;PONENTE;TESSUTO
83011603;83011603;MARRONE SC.FREDDO;PONENTE;TESSUTO
83011604;83011604;ARANCIO MX MATTONE;PONENTE;TESSUTO
83011605;83011605;VERDE MUSCHIO;PONENTE;TESSUTO
83011606;83011606;BEIGE CH.MX GIALLA;PONENTE;TESSUTO
83011701;83011701;BIANCO FREDDO;MONSONI;TESSUTO
83011702;83011702;GRIGIO CH. FREDDO;MONSONI;TESSUTO
83011703;83011703;BLU JEANS;MONSONI;TESSUTO
83011704;83011704;GRIGIO MX BLU;MONSONI;TESSUTO
83011705;83011705;ROSA MX GRIGIA;MONSONI;TESSUTO
83011706;83011706;GIALLO;MONSONI;TESSUTO
83011801;83011801;MULTICOLOR;FLORA;TESSUTO
83011901;83011901;BEIGE CH.MX ROSA;NOTO;TESSUTO
83011902;83011902;GIALLO;NOTO;TESSUTO
83011903;83011903;GRIGIO CH.CALDO;NOTO;TESSUTO
83011904;83011904;BLU SCURO;NOTO;TESSUTO
83011905;83011905;ARANCIO;NOTO;TESSUTO
83011906;83011906;BORDEAUX;NOTO;TESSUTO
83012001;83012001;GRIGIO CH. CALDO;TAMBORIM;TESSUTO
83012002;83012002;GRIGIO MEDIO;TAMBORIM;TESSUTO
83012003;83012003;GRIGIO SC. CALDO;TAMBORIM;TESSUTO
83012004;83012004;NERO;TAMBORIM;TESSUTO
83012005;83012005;CUOIO SC.MX CAMMEL;TAMBORIM;TESSUTO
83012006;83012006;BEIGE MX CAMMELLO;TAMBORIM;TESSUTO
83012007;83012007;VERDE MX BLU;TAMBORIM;TESSUTO
83012008;83012008;CELESTE MX GRIGIA;TAMBORIM;TESSUTO
83012009;83012009;GRIGIO CH. FREDDO;TAMBORIM;TESSUTO
83205102;83205102;SABBIA;FLORENCE;MICROFIBRA
83205401;83205401;BEIGE;BUZZATI;TESSUTO
83205404;83205404;FC_GREY;BUZZATI;TESSUTO
83205405;83205405;BLU;BUZZATI;TESSUTO
83205801;83205801;BIANCO;PARINI;TESSUTO
83205803;83205803;ORO;PARINI;TESSUTO
83205804;83205804;MUSCHIO;PARINI;TESSUTO
83205805;83205805;LINO;PARINI;TESSUTO
83205806;83205806;TIBET;PARINI;TESSUTO
83205807;83205807;BEIGE;PARINI;TESSUTO
83205808;83205808;PRUGNA;PARINI;TESSUTO
83205809;83205809;BLU;PARINI;TESSUTO
83205810;83205810;ZUCCA;PARINI;TESSUTO
83208001;83208001;BIANCO-BEIGE;PARISI;TESSUTO
83208002;83208002;BIANCO-NERO;PARISI;TESSUTO
83208003;83208003;MARRONE-NERO;PARISI;TESSUTO
83208201;83208201;SABBIA;LOUVRE;TESSUTO
83208202;83208202;ARANCIO;LOUVRE;TESSUTO
83208203;83208203;CEDRO;LOUVRE;TESSUTO
83208204;83208204;VERDE;LOUVRE;TESSUTO
83208205;83208205;VERDE SALVIA;LOUVRE;TESSUTO
83208206;83208206;GRIGIO CHIARO;LOUVRE;TESSUTO
83208207;83208207;GRIGIO;LOUVRE;TESSUTO
83208208;83208208;BORDEAUX;LOUVRE;TESSUTO
83208209;83208209;CICLAMINO;LOUVRE;TESSUTO
83208210;83208210;VIOLA;LOUVRE;TESSUTO
83208211;83208211;BLU;LOUVRE;TESSUTO
83208212;83208212;TORTORA SCURO;LOUVRE;TESSUTO
83208213;83208213;GIALLO;LOUVRE;TESSUTO
83208214;83208214;CORALLO;LOUVRE;TESSUTO
83208301;83208301;ECRU';PYRAMIDE;TESSUTO
83208302;83208302;FANGO;PYRAMIDE;TESSUTO
83208303;83208303;VERDE LIME;PYRAMIDE;TESSUTO
83208304;83208304;FC_BLUE;PYRAMIDE;TESSUTO
83208701;83208701;BIANCO;MOSAIC;TESSUTO
83208702;83208702;LEMON;MOSAIC;TESSUTO
83208703;83208703;TURCHESE;MOSAIC;TESSUTO
83208704;83208704;GRIGIO;MOSAIC;TESSUTO
83208801;83208801;BLU JEANS;AMALFI;TESSUTO
83208802;83208802;GRIGIO CALDO;AMALFI;TESSUTO
83208803;83208803;BIANCO;AMALFI;TESSUTO
83208804;83208804;ROSSO;AMALFI;TESSUTO
83208805;83208805;NERO;AMALFI;TESSUTO
83208806;83208806;ZAFFERANO;AMALFI;TESSUTO
83208807;83208807;SENAPE;AMALFI;TESSUTO
83208808;83208808;ROSA ANTICO;AMALFI;TESSUTO
83209001;83209001;AVANA;TROPEA;TESSUTO
83209002;83209002;GRIGIO CHIARO;TROPEA;TESSUTO
83209003;83209003;TORTORA CHIARO;TROPEA;TESSUTO
83209004;83209004;CAMOSCIO;TROPEA;TESSUTO
83209005;83209005;BIANCO;TROPEA;TESSUTO
83209006;83209006;TORTORA SCURO;TROPEA;TESSUTO
83209101;83209101;GRIGIO CHIARO;CASABLANCA;TESSUTO
83209102;83209102;BLU JEANS;CASABLANCA;TESSUTO
83209103;83209103;GRIGIO SCURO;CASABLANCA;TESSUTO
83209701;83209701;BIANCO CALDO;FILADELFIA;TESSUTO
83209702;83209702;BIANCO FREDDO;FILADELFIA;TESSUTO
83209703;83209703;GREIGE CH.MX ROSA;FILADELFIA;TESSUTO
83209704;83209704;BEIGE MX DORATA;FILADELFIA;TESSUTO
83209705;83209705;GIALLO MX LIME;FILADELFIA;TESSUTO
83209706;83209706;VERDE MUSCHIO;FILADELFIA;TESSUTO
83209707;83209707;GRI.CH.CALDO;FILADELFIA;TESSUTO
83209708;83209708;GRIGIO MEDIO;FILADELFIA;TESSUTO
83209709;83209709;ROSSO MX MATTONE;FILADELFIA;TESSUTO
83209710;83209710;MARRONE MX GRIGIA;FILADELFIA;TESSUTO
83209801;83209801;BIANCO FREDDO;LIGURE;TESSUTO
83209802;83209802;BEIGE MX DORATA;LIGURE;TESSUTO
83209803;83209803;GRIGIO CH.CALDO;LIGURE;TESSUTO
83209804;83209804;GRIGIO MEDIO;LIGURE;TESSUTO
83209805;83209805;GREIGE SC.MX BRONZ;LIGURE;TESSUTO
83209806;83209806;VERDE MX BLU;LIGURE;TESSUTO
83209807;83209807;BLU SCURO;LIGURE;TESSUTO
83209808;83209808;MARRONE;LIGURE;TESSUTO
83209809;83209809;NERO;LIGURE;TESSUTO
83210110;83210110;ARANCIO MX MATTONE;BRISA;TESSUTO
