Cod_abbinamento,Tipo,Codice_articolo,Codice_rivestimento,Nome_rivestimento,Colore_rivestimento,Tipo Rivestimento
2024_20,SOFA,1921,70208503,RIZZOLI,BLU SCURO,TESSUTO
2024_20,FURN,E02808X,,,,
2024_20,FURN,E02807X,,,,
2024_20,FURN,L502VWG,,,,
2024_20,FURN,V843003XNA,,,,
2024_20,FURN,A12903X,,,,
2024_21,SOFA,2896,"70208402
70208402",,,
2024_21,SOFA,2896,"70.2084.02
70.2084.02",,,
2024_21,SOFA,1800,99202014,LAGUNA,GLICINE,TESSUTO
2024_21,SOFA,1921,99202014,LAGUNA,GLICINE,TESSUTO
2024_21,FURN,T058V03,,,,
2024_21,FURN,T058V00,,,,
2024_21,FURN,V843021XNA,,,,
2024_22,SOFA,S032,30MA,MISTERBIANCO,GREIGE CHIARO,PELLE
2024_22,SOFA,3032,88205202,DELFINO,BEIGE CH MX GIALLA,TESSUTO
2024_22,SOFA,3032,1575,LE MANS,GREIGE CH.,PELLE
2024_22,SOFA,1800,88205202,DELFINO,BEIGE CH MX GIALLA,TESSUTO
2024_22,SOFA,1800,70008501,RIZZOLI,BEIGE SC. MX ROSA,TESSUTO
2024_22,FURN,T163MR3,,,,
2024_22,FURN,T163MRS,,,,
2024_22,FURN,L50702G,,,,
2024_22,FURN,L50704G,,,,
2024_22,FURN,Y01102X,,,,
2024_22,FURN,R85905X,,,,
2024_22,FURN,H189C17XNA,,,,
2024_22,FURN,A22901X,,,,
2024_22,FURN,A22903X,,,,
2024_22,FURN,A22604X,,,,
2024_22,FURN,A22204X,,,,
2024_23,SOFA,2811,78219001,AVENTINO,IVORY,TESSUTO
2024_23,SOFA,2811,1581,LE MANS,GREIGE CHIARO,PELLE
2024_23,FURN,Q070008XNA,,,,
2024_23,FURN,A890C60,,,,
2024_23,FURN,A890C6V,,,,
2024_23,FURN,A12809X,,,,
2024_23,FURN,L51402G,,,,
2024_23,FURN,R859VNX,,,,
2024_23,FURN,O981001XNA,,,,
2024_23,FURN,O601001XNA,,,,
2024_24,SOFA,3287,86206403,CIRCOMASSIMO,MINT,TESSUTO
2024_24,SOFA,3151,2585,STATUS,VERDE MILITARE,PELLE
2024_24,SOFA,3039,70208506,RIZZOLI,VERDE SCURO,TESSUTO
2024_24,FURN,Q124003XNA,,,,
2024_24,FURN,Q124004XNA,,,,
2024_24,FURN,V843001XNA,,,,
2024_24,FURN,Y007V0V,,,,
2024_24,FURN,Y007V00,,,,
2024_24,FURN,A14201X,,,,
2024_24,FURN,A14202X,,,,
2024_24,FURN,A14203X,,,,
